"wir_id","incident_date","species","confirmed_category","behavior_observed","incident_status","county_name","latitude","longitude"
"WIR-2020-002056","7/10/2020 0:00","Black Bear","Depredation","Fence smashed.Goat killed and partially consumed on Friday night. It returned to its kill on Saturday night, at ten PM, dogs alerted me to its presence and it growled at me several times. Since it ess dark I did not witness it, but heard it padded over the fence where it had damaged it previously the night before.Killed two sheep one year before. Saw the bear the year before.","Closed","Humboldt",40.6101254,"-124.17612"
"WIR-2020-002050","7/10/2020 0:00","Black Bear","Depredation","Damage to fence to get to home, broke out window, damage inside to food storage, cabinets, floor.","Active","Placer",39.0952066,"-120.9451912"
"WIR-2020-002048","7/10/2020 0:00","Black Bear","Depredation","Damage fruit trees continuing.","Closed","Mariposa",37.4249562,"-120.0389574"
"WIR-2020-002047","7/11/2020 0:00","Black Bear","Depredation","Bear came came and pressed its paws on the windows of the house on 7/7/2020. There were kids in the house Cameron was not there. It was wandering around in the middle of the day. The neighbor came and fired warning shots with a shotgun to scare it away. Several chickens were missing. Later Cameron came home and the bear was back. He fired several shots to scare the bear away. I talked to Cameron on 7/7 about bears, damage prevention, safety, the permitting process, and the immediate take provision. He called again the next day and the bear was back. He scared it away again. More Chickens were missing.  He was not ready to get a permit he did not want to kill the bear. We discussed immediate take provision. The RP moved chickens around to keep the bear from killing all of them at the same time. The bear kept coming back and killing a few chickens. The RP set up video cameras to confirm bear. The bear came back on Saturday during the day and the RP shot it. I had given him my cell number because I was off Friday and saturday. He called me and I advised him it was ok I would write a WIR later. And he sent me a video of the bear sitting on top of the chicken coop and included shots fired at the bear and the bear running off the camera. I advised him to dispose of the bear on site and he agreed. It was very Hot. I advised the local warden via phone message.","Active","Madera",37.1696438,"-119.6474007"
"WIR-2020-002042","7/8/2020 0:00","Black Bear","Depredation","I found one of the 12 chickens mauled inside the coop.— She’s surviving the attack. I found feathers everywhere for the past 5 days. The bear keeps coming back to eat more of them. He’s been here 5 days in a row. Broke one side of the roof first.— and then broke the second area of the roof on another day. Destroyed the post.— the fencing.- the bear keeps threatening my livestock and our daily lives in our farm. We don’t feel safe walking around our property.","Closed","Calaveras",38.408175,"-120.5586925"
"WIR-2020-002039","7/11/2020 0:00","Black Bear","Potential Human Conflict","RP's power is out, WIR report completed on RP's behalf over the phone. Report by RP as follows:Bear entered house on ground floor around 4:30am, encountered in second-floor kitchen. RP opened kitchen door to give it an exit and tried to haze bear out that door. Bear tried to exit through locked kitchen window instead, then tried to exit through second-floor living room window and scratched up house getting back in due to height. Bear focused on windows throughout the house, nose and paw prints on almost all the windows. Bear lunged at RP at top of stairs, tore nightgown, scratched RP's forearm and RP fell down the stairs. RP was later treated at the emergency room.","Active","Kern",34.8410692,"-119.1609178"
"WIR-2020-002037","7/10/2020 0:00","Black Bear","Depredation","Broke into house two days in row with people inside causing alarm and destruction","Closed","Calaveras",38.2369599,"-120.367784"
"WIR-2020-002036","7/11/2020 0:00","Black Bear","Potential Human Conflict","Bear was seen by neighbor.  Large Black bear.  Friday night was 2nd night it came.  First night it dragged a plastic garbage can with pet food out of my garage. Last night it came back into my garage and actually turned over a full of frozen food, chest freezer over on it's side and ate some of the food. I have photos of the freezer on it's side, taken this morning.   Bear also raided the neighbors garbage can and dumped it. Neighbor came outside and saw the bear and said it was very large, with large head and neighbor was afraid.","Closed","Lake",39.1450915,"-123.0056754"
"WIR-2020-002031","7/10/2020 0:00","Black Bear","Sighting",NA,"Closed","Amador",38.4385608,"-120.5548195"
"WIR-2020-002026","7/10/2020 0:00","Black Bear","Depredation","A bear damaged three beehives.","Active","Lassen",40.3124299,"-120.565288"
"WIR-2020-002025","7/1/2020 0:00","Black Bear","Potential Human Conflict","The RP had been hazing the bear from inside her house.  The animal walked toward her gate and the ran outside to open it up.  As the animal passed by it bit the RP on the thigh.","Active","Los Angeles",34.1666123,"-117.9944509"
"WIR-2020-002023","7/10/2020 0:00","Black Bear","General Nuisance","A black bear cub was on our property in Shingletown today (35121 Bailey Creek Drive) in the daylight.  Our neighbors (Ryan and Breanna Olander) have also reported recent black bear activity to you as well.  We have had a lot more black bear activity this year than ever partially due to the fact that neighbors have animals in pens that are not very well constructed, don't have an electric fence line on them, and need some assistance cleaning their yard.  I'm wondering if a biologist can come and make a tour of our neighborhood and see what sort of tips they might provide for all of us and possibly look into removing the cub as there are rumors in our neighborhood that the mama bear died in a bear fight and other rumors that people are poaching in our neighborhood.  With my wife and I having two girls and it being summer break, we need some help!","New","Shasta",40.5019978,"-121.7441087"
"WIR-2020-002020","7/3/2020 0:00","Black Bear","General Nuisance","Bear has appeared 3 times in the last week. Once it just sat outside and looked in the front window, the other two times it showed up a little down the road where I have camping guests & was not scared off by banging pots or car alarms- Campers got scared & left both times. “Keep me wild” information from CDFW is practiced & education is posted. I feel that we might be at the “hazing” phase of preventing conflict as all food is stored & it hasn’t even tried to destroy anything it just appears when it smells food & won’t leave despite noise intervention. Thank you!","Closed","Nevada",39.3800859,"-120.3438357"
"WIR-2020-002019","7/9/2020 0:00","Black Bear","Potential Human Conflict","I reported the earlier but did not get a response.Bear broke into my house, it has been back several times and 7 other houses. You need to trap this bear.","Active","Kern",34.834211,"-119.015081"
"WIR-2020-002017","7/10/2020 0:00","Black Bear","Depredation","A bear has been attacking chickens on my property recently. I have caught it in the act of breaking into my primary chicken coop for two consecutive nights. There have been multiple reports of this behavior from neighboring properties in the Holmes Ranch subdivision of Philo over the last couple weeks.","Closed","Mendocino",39.141758,"-123.5103012"
"WIR-2020-002008","7/2/2020 0:00","Black Bear","Depredation","1amheard goats crying so went out to see what was happening and when we came out to there as a bear carrying off one of our pet goats. The other goat ran away and the next day our neighbor Larry Gold Smith (530 249-1580) found both goats dead and eaten on his property approx. 1/2 mile away (he took photos of the dead goats with their name tags....also said he has a photo of the bear).","New","Plumas",39.8286243,"-120.317907"
"WIR-2020-002001","7/9/2020 0:00","Black Bear","Depredation","BEAR TORE WIRE OFF OF CHICKEN COOP AND GOT INSIDE, THEN KILLED 4 CHICKENS. ALSO SIGHTINGS OF THE BEAR IN THE MAIN STRIP OF NORTH FORK. I HAVE YOUNG CHILDREN THAT I FEAR FOR.","Active","Madera",37.2108725,"-119.5036828"
"WIR-2020-001995","7/9/2020 0:00","Black Bear","General Nuisance","We did not see the activity although a neighbor saw large, fresh bear tracks on the bridge leading to our propery. The animal, presumably a black bear, removed several lids to feed and fertilizer barrel, actually walked up some stairs in the barn. The main damage was to our stock trailer. One of the doors was bent back","New","Siskiyou",41.3319256,"-122.8288416"
"WIR-2020-001989","7/8/2020 0:00","Black Bear","Depredation","The black bear in incident WIR-2020-001969 returned today at 9.15pm. The bear somehow climbed on a tree and jumped into a chicken coop where there was a single chicken. The coop was completely covered with fencing, including the top. The bear somehow broke through the metal mesh material and jumped into the coop. It was stuck in the coop for a few minutes thrashing around what was in the coop, killing the chicken and trying to get out. He then stepped on the plastic cage inside the coop and made it out from the roof again.","Closed","Los Angeles",34.241644,"-118.2275923"
"WIR-2020-001988","7/7/2020 0:00","Black Bear","Potential Human Conflict","A few days ago a bear made its way onto our deck. Thereafter three bears were on the neighbors back patio. Two days ago a bear broke into a workman's pickup and yesterday the bear broke into my car on my driveway and became trapped in the car which necessitated figuring out how to get him out of the car. Interior of car substantially damaged. This evening a very large bear broke into my neighbors pickup. This is a family neighborhood. The bears have become over the past two weeks a daily occurrence in this neighborhood. These bears are not intimidated in the least.","Closed","Placer",39.1117721,"-120.1600739"
"WIR-2020-001983","7/7/2020 0:00","Black Bear","Depredation","Bear broke into occupied cabin , causing damage to windows and furnature","Active","Fresno",36.7816993,"-118.9145932"
"WIR-2020-001981","7/8/2020 0:00","Black Bear","Potential Human Conflict","The RP took video footage of a bear killing a deer in a neighbor's back yard.  The neighborhood has concerns for their safety.","Active","Los Angeles",34.1668183,"-117.9944204"
"WIR-2020-001980","7/8/2020 0:00","Black Bear","General Nuisance","Twice last week, and again today, the bear has come in to my back  yard, destroying a fence and damaging a gate. He is after bird seed. We have now removed that completely, but I would like to know what to do to deter him from coming so close to my home. I live in rural Nevada County, close to Deer Creek.","Closed","Nevada",39.2555845,"-121.0758985"
"WIR-2020-001979","7/8/2020 0:00","Black Bear","Potential Human Conflict","Bear killed a deer in RP's yard at 11:30am. Bear ate some then left the carcass. RP's worried it'll be back to eat the rest. The same bear has been in the area for several weeks and is not afraid of people at all. It will stand its ground and stare people down without backing off.","Active","Los Angeles",34.1669885,"-117.9942541"
"WIR-2020-001969","7/7/2020 0:00","Black Bear","Depredation","Bear appears to be new this year; we have lived here for over 10 years, and have learned how to live with bears. Had many interactions with bears in the past, mostly with the trash bin (which is locked). This bear this season has been more challenging. He has stood his ground; roaming all around our house; attacking and destroying parts of our chicken coop on two different occasions, which had be in existence for over 7 years -- no other bear had gone near them. This bear is not scared; hazing has not worked effectively with this one. He stands his ground. On two occasions he's attacked our chicken coop in darkness, tearing down one side of the coop and attacking some chicks, killing at least 2; carcasses laying around. Has walked away with one of the feed boxes, which was behind a fence. As far as the tree involved, in one night, he managed to eat every single fruit on a loquat tree, breaking at least 2 mature branches. I'm mostly afraid of my apiary; I have two colonies of bees in my backyard, which have not yet been targeted by this mischievous bear.I want to protect my property and livestock. Not sure what use does a permit do, unless I can contract with a trapper to move the bear. I appreciate if I could speak to an officer.","Active","Los Angeles",34.2415099,"-118.2275111"
"WIR-2020-001968","7/5/2020 0:00","Black Bear","Depredation","Rp reported that bear tore apart her wall to outside porch.  Bear went through paint cans and chemicals but did not touch the outside small chest freezer or access any food.  RP let dogs out and bear swiped at large dog and threw it a few feet.  Bear seemed undisturbed by dogs and never ran off.","Active","El Dorado",38.573336,"-120.556547"
"WIR-2020-001953","7/5/2020 0:00","Black Bear","Depredation","Climbing over and breaking down newly erected six foot cyclone fence, killing chickens, damaging fruit trees.","Active","Butte",39.7545294,"-121.6456439"
"WIR-2020-001952","7/3/2020 0:00","Black Bear","General Nuisance","To Whom it May Concern,My family has owned a cabin in the North Shore of Tahoe since 1956. In that length of time we have many beat encounters... inside our cabin, car, outside the cabin as well as a mama bear and her cubs several years ago who decided to make the underneath area of the cabin home for the winter. She did get inside but the damage was pretty minimal. We called the Bear League and they recommended we put up the electrical wire around the cabin, which we did. I only tell you all of this to preface that we are not big over-reactors to bears and attempt living with them peacefully.However, this year, there is what we (and the year-round neighbors) think is an orphaned juvenile in our neighborhood . He or she seems to have exactly ZERO fear of humans. He/she comes by our cabin frequently. Most recently, my sister and her family were enjoying dinner on our deck when he showed up and despite the fact there were 8 noisy people on the deck came right up on to  the deck... there were 3 children under 5, the best thing they could do was run for cover in the cabin and watch him eat what ever was left on the table... they did not have time to grab the food as they fled inside. When pots and pans were banged all the bear did was look nonchalantly and continue chowing.We have taken all the  precautions suggested online as well as by the Bear League but this situation has us all spooked as this bear is currently young , so he's cute. When this bear finishes growing he will be a huge treat to anyone that lives in what he thinks of as his feeding grounds. We worry most about the young children, obviously, they don't play alone outside but even with a parent outside with them there is a real danger from this bear.Thank you for your time.Gina jacobs858-245-9138","Closed","Placer",39.2373982,"-120.0702661"
"WIR-2020-001950","7/5/2020 0:00","Black Bear","Depredation","Dead sheep, mauled sheep, bear tracks/ feces at the location.","Active","Shasta",40.9470863,"-121.7233768"
"WIR-2020-001947","7/5/2020 0:00","Black Bear","Depredation","Evidence of bear removed (2) Turkey nests (1) Duck nest, and (1) Beehive. Have photographic evidence of beehive incident. Bear no longer gets deterred by motion activated spotlights, dogs barking, or fencing. Shining a flashlight directly at the bear used to be effective, no longer is. Bear has dug under/climbed over all involved fencing.","Active","Lassen",40.3188371,"-120.5680984"
"WIR-2020-001945","7/1/2020 0:00","Black Bear","Depredation","Bear has been breaking into chicken coop, destroying fences and killing chickens.At my house and at neighbors.","Closed","Mendocino",39.1476265,"-123.5118412"
"WIR-2020-001941","7/5/2020 0:00","Black Bear","Sighting",NA,"Closed","Del Norte",41.5199644,"-123.9906811"
"WIR-2020-001940","7/5/2020 0:00","Black Bear","Depredation","Black bear Sunday am 2:00 damaged my fence and gate. neighbors also had incidents. bear still causing concern please relocate","Active","Napa",38.3116602,"-122.3342018"
"WIR-2020-001935","7/5/2020 0:00","Black Bear","Depredation","A young black bear with two ear tags was observed this morning prowling my neighbors car. I scared it away. Upon discussion about this with my neighbors, a couple reported that this bear approached them while they were enjoying their lunch on their porch. The y reported the bear came within 10’ of them  I believe this is the same young bear that I reported WIR-2020-001801. This bear seems to feel at home here and is observed often in the neighborhood","New","El Dorado",39.0640291,"-120.1308007"
"WIR-2020-001934","7/2/2020 0:00","Black Bear","Depredation","Climbed 8 ft deer fence and tore open one out of three bee hives. Top of fence bent with bear hair left for evidence of culprit.","New","Trinity",40.5510409,"-123.1875548"
"WIR-2020-001933","7/2/2020 0:00","Black Bear","General Nuisance","Hi,While we were away in LA, we got a call from our neighbors stating a young black bear was in our house. They informed us patrol had just arrived and would try to scare him out. They also recorded a video, where the bear is shown exiting our kitchen through the window (he broke the screen), with whipped cream on his face, when he then walked around to the back of the house. When we got home about an hour and a half later, the bear had returned to our property and climbed up a tree in our front yard, where he stayed for about an hour until he felt it was safe to leave, then he went across the street.The damage to our house was only a broken window screen and some dents and marks inside the fridge, and otherwise he had emptied out the fridge and cabinets and smeared food all over the floors.That night, he returned a couple times while we were in bed, and we scared him off by making noise. Another bear (large, old, reddish-brown) also visited but left when we made loud noises. The following day, the young bear returned in the afternoon, climbed our roof and started to enter the top deck, when I clapped and told him to leave, at which point he immediately ran away. There was already someone from patrol following him as well.","Active","Kern",34.8411545,"-119.1617603"
"WIR-2020-001931","7/3/2020 0:00","Black Bear","Depredation","Dog found Bear found near garage door where garbage is stored, dog kept distance bear did not leave until hit with rubber shotgun ammunition.","Active","Del Norte",41.9467096,"-124.191505"
"WIR-2020-001930","6/29/2020 0:00","Black Bear","Potential Human Conflict","Big cinnamon/blonde bear has destroyed our sliding glass door and gained entrance to our home in order to consume food from our cupboards. He ripped the stationary part of the door breaking a pane of the glass as well. My three year old son has the exact door on his room about 20 feet away. The bear was maced with bear mace after destroying the door and still came back that same evening.","Active","Kern",34.8474211,"-119.1555385"
"WIR-2020-001929","7/3/2020 0:00","Black Bear","Depredation","A Bwon / red appearing bea of about four hundered pounds with a slight hump on it's back has attacked and killed two goats in their enlosure/barn area.  the Bear has drug them out of the area to forest land \nearbye.  I have another goat in the same pen and am afraid it will be back to kill it.  this bear has been here on my property for three nights this week.  He has eaten some oats on the ifrst night.  No grain or garbage is in the area.  I clean the area with water daily to jkeep any send down yet he has be returning.  I feel threatend as one evening he appeared to make a brief charge at me when he was startled.","Closed","Shasta",40.7048432,"-121.6840938"
"WIR-2020-001924","7/2/2020 0:00","Black Bear","General Nuisance","Multiple instances of walking onto property between the times of 11:30pm-3:00am to search through garbage and taking bags of garbage. Both on property by the house, and on the street. Multiple houses have been effected on the street. First sighting in February, 2020. 3 sightings since June 25, 2020. We live on a fairly busy street, and am concerned the animal may get hit by a car or cause damage to property.","Closed","Nevada",39.2466593,"-121.0403913"
"WIR-2020-001922","7/3/2020 0:00","Black Bear","General Nuisance","A bear has been entering the RP's crawl space","Closed","Los Angeles",34.1633483,"-118.027246"
"WIR-2020-001921","7/3/2020 0:00","Black Bear","Potential Human Conflict","This animal has broken windows. Its pushing through and breaking glass windows, pushing open slider doors and steel security doors that are in place of screen doors, to gain access into homes. Continuously causing a threat to people,  pets and property. I fear that persons coming into the community for vacation and visiting. Are not properly educated to deal with or react in a way that is not going to ge tg them hurt.  This nuisance bear has created havoc for thos community.","Active","Kern",34.8434023,"-119.1629016"
"WIR-2020-001916","7/3/2020 0:00","Black Bear","Depredation","Pushed a window in at the fire station. Second time in 2 months","Active","Kern",34.8201562,"-119.1803123"
"WIR-2020-001910","6/29/2020 0:00","Black Bear","General Nuisance","A lethargic bear has been observed in the neighborhood and the residents believe it might be sick or injured.","Active","Los Angeles",34.1580533,"-117.9944757"
"WIR-2020-001906","7/1/2020 0:00","Black Bear","Depredation","The bear ripped down the back fence of a chicken pen, destroyed the lower half of the coop itself, and killed both chickens inside.","Active","Placer",38.9585861,"-121.0204566"
"WIR-2020-001902","7/2/2020 0:00","Black Bear","Depredation","3rd time crashes tears apart chain link fencing","Active","San Luis Obispo",35.3487045,"-120.50328"
"WIR-2020-001900","6/30/2020 0:00","Black Bear","Depredation","Very aggressive, not deterred by dogs or human presence. Raised up on hind legs and stood about 5 ft tall.","New","Butte",39.9114401,"-121.725107"
"WIR-2020-001881","6/30/2020 0:00","Black Bear","General Nuisance","Bear ripped sliding glass doors with frame and siding off wall, destroyed doors to refrigerator inside, ate cans of food, littered.  This was in April. Same bear - probably - has entered neighbor's trailer, destroyed garbage. Garbage attacked at another neighbor's home on other side of hill from us.  Seen around 5 pm yesterday by our neighbor and us in front of our home,: Bear, probably male, medium dark brown, about 200 lbs. Not easily scared away.","Closed","Humboldt",40.0551656,"-123.96601"
"WIR-2020-001879","6/29/2020 0:00","Black Bear","Depredation","At 8:30pm on 6/29/20 a black bear entered my home through a window and proceeded to destroy and eat all groceries causing extensive damage to home, regardless of several humans and dogs trying to shoo him away. He then for several hours (dogs and humans present) tried pushing the back door open to our other cabin, got into 2 chicken coops, ate all chicken food (as we were actively firing non lethal into air) came into garage got down all pots and pans. This bear did not seem to aknowledge or care that humans were present. He then proceeded to return to house and try to get back into house for food for several hours the whole time only charging at the 5 dogs barking at him. He then stole the peanut butter and left. He did attempt to enter several inhabited buildings within the few hours he was here after causing extensive damage to the one home. He then returned at 2 am trying to get back into the house as I was sleeping  and i woke up to him again trying to get into house, I fired non lethal shots into air again. This bear is a danger to myself, my kids, my animals and my home.","Closed","Tuolumne",37.8530567,"-120.0028338"
"WIR-2020-001878","6/30/2020 0:00","Black Bear","Depredation","5/19/2020Bear previously entered house on, contacted 911, Warden Aaron Burger responded to incident6/20/2020Quail coop found damaged, feathers, scattered remains of birds6/30/2020~7am found trash strewn about property, wife was attempting to take trash to curbside and heard noise in brush, came back inside~10am Dog barking at bear about 15 yards away, when I got outside bear both were standing their ground, yelled at bear, it continued to stand its ground, left to retrieve firearm, when i came back outside, bear responded to sound of shotgun slide and left4pm found bear in back yard near child's bedroom window. hazed with rubber buckshot, it continues to loiter in the area","New","Del Norte",41.9468283,"-124.1903729"
"WIR-2020-001876","6/30/2020 0:00","Black Bear","General Nuisance","Teenage male black bear 200-250 lbs seems to be very hungry... coming into my yard and trying to get seed out of bird feeders that have not been filled for approximately 2 weeks. The bear has been at other houses going through garbage and trying to open the front door and trying to get birdseed.","New","Alpine",38.4514783,"-119.721537"
"WIR-2020-001874","6/28/2020 0:00","Black Bear","Depredation","On 06/28/20 at approximately 2030 hours, a large black bear tore down the back door of a residence located  at 2149 Frenchmen Lake Road, Chilcoot.  The bear entered the house into the kitchen area and removed a 50lb bag of dog food and small bag of cat food.  No other items were missing but had moved some of the furniture in the house. The owner, Betty Dellera, had never had any previous bear problems but had seen bears in the area.  During LED investigation, Betty had removed all food, cleaned with Clorox and bleach to remove any smell.  A large 4x8 plywood sheet was secured with screws and bolts where the door had been.  At the time, Betty did not want a permit but wanted to know if she could shoot bear if it returned and entered the house.  LED advised Betty of her rights to protect her property and self preservation.  Betty is 92 years old.On 06/29/20 at approximately 1200 hours, LED received a call from Betty's daughter, Vicki Anderson, who advised that the bear had returned to the house at 2230 hours.  The black bear ripped down the ply wood and entered the house.  Betty was sleeping at the time but had heard the noise and scared the bear out of the house by yelling and screaming. Betty made contact with Vicki and her husband Gene Anderson who arrived shortly.  Gene Anderson, saw the bear at the back door of the house where it exited.  Gene fired one shot at the bear hitting the bear into the left side of its body.  The bear ran off into the darkness and did not return.Gene and Vicki returned in the morning and followed a blood trail and located the bear and 1/4 mile away.  The bear was still alive but yet wounded.  Gene fired an additional two shots killing the bear.At 1900 hours, LED arrived on scene and confirmed the statements were correct with the evidence provided and photographs.  The Black bear was a large male which weighed approximately 350 lbs.  LED photographed the damage and removed the bear from the property.","Active","Plumas",39.8275468,"-120.1395362"
"WIR-2020-001871","6/29/2020 0:00","Black Bear","General Nuisance","Bear getting in garbage, for past 7 days.","New","Butte",39.8014502,"-121.5875166"
"WIR-2020-001853","6/11/2020 0:00","Black Bear","Depredation","Quite aggressive in its attack! Tipped chicken coop over and tore them appart!!! Not totally sure on the number killed! I was watching them for my neighbor. I found 5 dead ones and I’m pretty sure there were more than that","Closed","Tuolumne",37.9498413,"-120.2497233"
"WIR-2020-001852","6/29/2020 0:00","Black Bear","Depredation","Broke through our fence, our 2 dogs chased and barked incessantly while the bear tore into our very large steel supply box with our animal feed inside. The bear was finally chased by both dogs up a tree and over the fence on the opposite side of our yard. Not sure if this is the same bear, but other Cohasset residents have been talking on Facebook about a bear that has been attacking their house cats and seems unaffected by dogs guarding their yards.","New","Butte",39.911886,"-121.7251188"
"WIR-2020-001850","6/28/2020 0:00","Black Bear","Depredation","Pig attacked between 930 pm on 6/28 and early hours 6/29. Investigation by USDA WS confirmed bear. Pig was enclosed behind 4.5 ft welded fence enclosure, bear pulled animal up and over pen. Previous issues with bear included 2 months of issues including interest in food barrels (which were replaced with stronger, more secure containers) and damage to fruit trees. Orchard is completely surrounded with 3-strand hot wire fence. Cows are grazed with livestock guardian llama. Apiary at farm is surrounded by hot wire.","Closed","Sierra",39.6315802,"-120.0077586"
"WIR-2020-001848","6/28/2020 0:00","Black Bear","Depredation","RP observed bear around property that did not respond to hazing (shouts and banging).  Ripped open bag of clothes left inside mudroom (door was ajar).  Later ripped door off hinges to get into mudroom where garbage was present.","New","Siskiyou",41.8397467,"-123.1848988"
"WIR-2020-001842","6/28/2020 0:00","Black Bear","Depredation","First incident was in Jan of 2020. The bear came and killed all the chickens. RP re-secured the coop and got more chickens. Bear came back Friday night and killed 2 chickens. RP re-secured coop and put up motion detector lights. Last night the motion detector light went off and the bear was trying to get into the coop again. RP yelled and fired a 22 round off to scare the bear away. It did not take the last 2 chickens.","Active","Amador",38.4544471,"-120.7896189"
"WIR-2020-001827","6/29/2020 0:00","Black Bear","General Nuisance","Mother and 2 very young cubs have entered vehicle yesterday (despite no food in the vehicle) as well returning to check vehicle and garbage.  We are used to bears but this mom seems unphased if not bold to noises or other methods of sound to have her leave.  Trying to get ahead of the issue.","Closed","Placer",39.0645445,"-120.1496918"
"WIR-2020-001819","6/19/2020 0:00","Black Bear","General Nuisance","This same bear has been living under our deck and mobile home at Pine Mountain Club for the past 3 years plus. We are unable to make him move when we try. He hisses and chomps/smacks his lips together, gets agitated. On 6/19/20 we hired 3 people to go do weed abatement at our property. They were unable to do the job, due to the same bear being under our deck area. They tried to make the bear move, he got angry agitated, making noises hissing/chomping. They called PMC patrol, who was also unable to make him move. We had, and have had thousands of dollars damage to our mobile home. They pushed and bent in the side of the home in. We replaced and fixed only to have damage again. The screens on outside have been torn. There are entrance/exit holes that they have made to the lattes work and the siding under and around the home.They also clawed our power pole a quarter of the way thru next to our trailer.I have people who live there, on both sides of us, that feed and water the bears. I have asked them to stop feeding, they continue.  Vicki Kraft  from Bear Aware agrees with this bears removal. She is witness to this difficult bear living under our home.  Patrol is aware of the situation. This Has been going on since before Lt. Halverson was at PMC. Bear also charged at Vicki Monroe, state biologist when she came to our property to investigate.My family has been unable to go and stay there due to the bear living there. He has defecated on our porch several times and in the yard. Please come and permanently remove this bear. We are in our Sixties. We don't feel safe, bear is too habituated and we feel our lives are in danger when we are there. There has been No Food or attractants in our home for years! We have NEVER fed bears or wild animals. We have been residents since the 70's and have never had bear problems like this. We unfortunately live between the feeders. Thank you, David and Vicki Rodriguez 805-889-3711, 805-889-8776. I have reported this to Wildlife fish and game before.::8/18/16 (This is what I sent in 2016) Received NO RESPONSE. Hello, I just wanted to alert you to a severe Bear problem at Pine Mountain Club (near Frazier Park). We have a getaway place there that my family have had for 40 plus years. We have NEVER seen a bear there until the last 1-2 years. My place backs up to the forest, and now I see the bears DAILY. My next door neighbor feeds and waters them, as do others at PMC, which has them coming down the mountain daily. They are sleeping outside my mobile home every night and at her place. I have pictures of some bears and of the over $1,000.00 damage they caused to our mobile home, by pushing in the side of the wall. We have called security and the PMC Clubhouse on several occasions to report the numerous bears and about neighbor feeding them, and they say there is nothing they can do to the people who are feeding them unless they see it with their own eyes! Apparently someone shot and killed a bear on 8/7/16 due to it charging them. A neighbor kid told us, ""you know who is feeding them."" Pointing to our next door neighbors house. I have asked her several times to stop feeding/watering them so they will stop coming around, but she says its because of the drought and they are just desperate. That is probably true, but if she and the others would STOP they would learn to forage in the woods or lakes or wherever. She believes she is helping the neighbors or they would be breaking in to more homes looking for food and water. This situation with the bears is so bad, and nothing seems to be done about the situation. Can the bears be relocated or something? Several people are very upset about the lax stance that is being taken regarding feeding/watering bears. Is there anything that can be done or can this information be forwarded to the department that has jurisdiction over this problem. I would like to have my identity kept anonymous, as I don't want to become a target of the neighbors who believe the bears are ""harmless."" The man that shot the bear has already become a target of a petition by neighbors to have him arrested, even though Fish and Game declared the shooting ""justified."" Our address at PMC is 16809 Carribou,93222. A response from you would be appreciated. Thank you for your time. Vicki Rodriguez and David Rodriguez","Active","Kern",34.8251224,"-118.9368034"
"WIR-2020-001817","6/28/2020 0:00","Black Bear","Depredation","Damaged Chicken Coop and killed 4 chickens. This bear has been in the area for sometime now.","Closed","Mendocino",39.4436838,"-123.394813"
"WIR-2020-001812","6/25/2020 0:00","Black Bear","Potential Human Conflict","7:30 PM on 6/25/20 I came across a lone black bear with collar tag #342 wandering on Jackson Meadows Road three miles from Hwy 89 intersection. This bear was in the road and had no fear for human and/or vehicles. It appeared to be hungry as it approached my vehicle and sniffed around the door crevices. This is rather unusual for a wild bear. Perhaps it is sick and may need medical attention.","Closed","Sierra",39.492785,"-120.305011"
"WIR-2020-001806","6/26/2020 0:00","Black Bear","Potential Human Conflict","I was hiking the King-Canyon Loop Trail in the EBMUD watershed, next to the San Leandro Reservoir from 6:50-9 PM on Friday June 26, 2020. As I was at the end of my hike, on the last mile or so right after the point where the trail connects back to itself but before I got to the gate with barbed wired fence and young bear started to walk out of the bushes to cross the trail (trail is about 12 feet wide) to head to the water.  In those 3 seconds I first thought maybe it was a cow or a giant pig, maybe a boar. It was too short to be a cow (on all fours was about 4 feet tall) and had no tusks like boar. I screamed ""holy Jesus, what is that?"" - it took about 3 steps out of the bushes, and when it heard and saw me it turned right around and and ran back into the bushes. I stopped and could see the top of the bushes move and saw how far back it ran, I even heard a few wild turkeys it disturbed, and I knew I had to hurry up and get out of that area very calmly. As I walked by I realized a few things - it's body was short and round and had a big but, not like a pig with a long torso. It was all brown, no spots like a pig, and it never made a sound or squealed. I know the difference between a mountain lion and a bob cat, I am an experienced hiker, and that was definitely a bear. This spotting is about 1/2 mile from residential homes in Moraga, CA (Contra Costa County). I saw it right at the gate walking from the East headed to the reservoir. It is outside the gated area, before the gate and before the trail splits to either go up the ridge or near the reservoir.  I called the Moraga Police Department and they told me animal control does not deal with bears. They gave me your number, but it was after hours. Please re-home this bear, these are popular trails (don't want it to wander off into Redwood Regional Park in Oakland) and it will scare other hikers - we only have some many outside actives to do during COVID-19. I have notified All Trails and I will notify the local news paper in Moraga too.  Please keep me updated with this situation. That area is too close to residents on one side and too close to popular trails on the other side.","Closed","Contra Costa",37.8175768,"-122.1331288"
"WIR-2020-001804","6/26/2020 0:00","Black Bear","Depredation","Multiple honey bee hives destroyed. Bears scat and prints all around destroyed hives","Active","Shasta",40.5578331,"-122.1278054"
"WIR-2020-001801","6/24/2020 0:00","Black Bear","General Nuisance","6-18-20 observed bear on property.    Bear had at least one ear tag. Bear was comfortable in the area and not concerned by my tethered dogs. 6-24-20 bear was observed in my neighbors trash. My neighbor reported the bear entered her home and had to be scared out by the son and dog","New","El Dorado",39.0641471,"-120.1310952"
